customer_id,age,income,credit_score,months_on_book,current_limit,avg_monthly_spend,utilization_rate,num_late_payments_12m,debt_to_income,num_credit_inquiries_6m,employment_status,account_type,limit_increase_treatment,spend_change_pct,defaulted_next_12m,spend_to_income_ratio,limit_to_income_ratio,late_payment_rate,tenure_years,risk_flag_high_utilization,credit_score_bucket,credit_score_x_dti,spend_to_monthly_income,inquiries_per_month_on_book,is_new_account,high_risk_combo,debt_burden_index,credit_score_x_income,payment_behavior_score,spending_headroom,dti_x_utilization,risk_composite,income_x_tenure,utilization_squared
CUST_000010,34.0,535569.83,665.0,68,45562.57,21997.16,0.483,3,0.097,1,employed,student,0,-4.57,0,0.4928692865316928,0.08507307067689007,0.25,5.666666666666667,0,fair,600.495,0.4928692865316929,0.014492753623188406,0,0,0.046851,356153936.95,0.3333333333333333,0.517,0.046851,0.2250933930093777,36418748.44,0.233289
CUST_000011,34.0,606007.57,709.0,185,78213.64,7431.39,0.095,2,0.066,0,employed,standard,0,2.85,0,0.147154399407915,0.12906380030863313,0.16666666666666666,15.416666666666666,0,good,662.2059999999999,0.147154399407915,0.0,0,0,0.00627,429659367.12999994,0.16666666666666666,0.905,0.00627,0.11026470588235295,112111400.44999999,0.009025
CUST_000012,43.0,952378.75,660.0,235,40181.12,3662.14,0.091,2,0.352,0,self_employed,standard,1,38.6,0,0.04614307070585101,0.042190273565007624,0.16666666666666666,19.583333333333332,0,fair,427.68,0.04614307070585101,0.0,0,0,0.032032,628569975.0,0.16666666666666666,0.909,0.032032,0.19825882352941174,223809006.25,0.008281
CUST_000013,18.0,991329.4,665.0,92,29998.46,2974.56,0.099,1,0.085,1,employed,standard,0,5.9,0,0.03600692161455113,0.030260839636149194,0.08333333333333333,7.666666666666667,0,fair,608.475,0.03600692161455112,0.010752688172043012,0,0,0.008415,659234051.0,0.16666666666666666,0.901,0.008415,0.11991938646426312,91202304.8,0.009801
CUST_000014,19.0,408824.39,632.0,33,50372.79,19263.65,0.382,0,0.232,1,employed,standard,0,2.76,0,0.5654354428315786,0.12321375933564042,0.0,2.75,0,fair,485.37600000000003,0.5654354428315786,0.029411764705882353,0,0,0.08862400000000001,258377014.48000002,0.08333333333333333,0.618,0.08862400000000001,0.21428235294117648,13491204.870000001,0.145924
CUST_000015,33.0,703037.89,729.0,69,27324.76,1506.3,0.055,2,0.264,2,employed,standard,1,38.24,0,0.02571070529356533,0.0388666960752286,0.16666666666666666,5.75,0,good,536.544,0.02571070529356533,0.02857142857142857,0,0,0.01452,512514621.81,0.3333333333333333,0.945,0.01452,0.14756302521008405,48509614.410000004,0.003025
CUST_000016,28.0,595091.66,648.0,36,66471.28,12458.99,0.187,0,0.203,1,unemployed,premium,1,20.71,0,0.25123504503491106,0.1116992296615281,0.0,3.0,0,fair,516.4559999999999,0.25123504503491106,0.02702702702702703,0,0,0.037961,385619395.68,0.08333333333333333,0.813,0.037961,0.16214682034976155,21423299.76,0.034969
CUST_000017,44.0,579840.8,709.0,39,34500.14,14349.77,0.416,0,0.047,2,employed,student,1,26.48,0,0.29697330715603315,0.05949933154065736,0.0,3.25,0,good,675.677,0.29697330715603315,0.05,0,0,0.019552,411107127.20000005,0.16666666666666666,0.5840000000000001,0.019552,0.14971470588235294,22613791.200000003,0.173056
CUST_000018,29.0,1086680.92,682.0,125,22026.13,916.93,0.042,0,0.229,1,employed,standard,0,10.43,0,0.010125474550523995,0.020269178923285044,0.0,10.416666666666666,0,good,525.822,0.010125474550523993,0.007936507936507936,0,0,0.009618000000000002,741116387.4399999,0.08333333333333333,0.958,0.009618000000000002,0.12573776844070964,135835115.0,0.0017640000000000002
CUST_000019,23.0,536653.46,647.0,115,7993.6,2631.8,0.329,1,0.109,2,employed,standard,1,25.25,0,0.05884915006417736,0.014895273385547539,0.08333333333333333,9.583333333333334,0,fair,576.477,0.05884915006417736,0.017241379310344827,0,0,0.035861000000000004,347214788.62,0.25,0.671,0.035861000000000004,0.17892119675456392,61715147.9,0.108241
CUST_000020,58.0,460924.85,793.0,26,46003.46,2766.9,0.06,0,0.501,0,employed,premium,1,33.95,0,0.07203517015843257,0.09980685571628434,0.0,2.1666666666666665,0,excellent,395.707,0.07203517015843255,0.0,0,0,0.03006,365513406.04999995,0.0,0.94,0.03006,0.15736764705882353,11984046.1,0.0036
CUST_000021,37.0,413847.95,688.0,64,57546.65,7991.25,0.139,1,0.231,1,employed,standard,0,10.29,0,0.23171553707104264,0.13905263998528927,0.08333333333333333,5.333333333333333,0,good,529.072,0.23171553707104262,0.015384615384615385,0,0,0.032109000000000006,284727389.6,0.16666666666666666,0.861,0.032109000000000006,0.15676493212669684,26486268.8,0.019321000000000005
CUST_000022,41.0,552083.11,609.0,157,95689.91,18568.37,0.194,1,0.242,0,employed,standard,1,11.33,0,0.4035994508145703,0.17332519011494485,0.08333333333333333,13.083333333333334,0,fair,461.622,0.40359945081457027,0.0,0,0,0.046948,336218613.99,0.08333333333333333,0.806,0.046948,0.19685882352941178,86677048.27,0.037636
CUST_000023,23.0,428968.68,798.0,210,20588.64,6719.08,0.326,2,0.41,0,employed,premium,0,-3.61,1,0.18796001610187482,0.04799567185184708,0.16666666666666666,17.5,0,excellent,470.82000000000005,0.18796001610187485,0.0,0,0,0.13366,342317006.64,0.16666666666666666,0.6739999999999999,0.13366,0.21105294117647058,90083422.8,0.10627600000000001
CUST_000024,33.0,404678.5,749.0,136,81194.23,17925.5,0.221,0,0.09,2,employed,standard,0,5.89,0,0.5315478830726119,0.2006388528177306,0.0,11.333333333333334,0,excellent,681.59,0.5315478830726119,0.014598540145985401,0,0,0.019889999999999998,303104196.5,0.16666666666666666,0.779,0.019889999999999998,0.10380691283812794,55036276.0,0.048841
CUST_000025,41.0,400117.46,651.0,229,38423.34,14069.51,0.366,1,0.242,3,employed,premium,1,27.58,0,0.4219613910375218,0.09603015074623336,0.08333333333333333,19.083333333333332,0,fair,493.458,0.42196139103752184,0.013043478260869565,0,0,0.088572,260476466.46,0.3333333333333333,0.634,0.088572,0.21773964194373402,91626898.34,0.133956
CUST_000026,26.0,410961.9,685.0,196,47532.95,7601.73,0.16,1,0.321,1,employed,standard,0,25.33,0,0.22196889784673468,0.11566266848581339,0.08333333333333333,16.333333333333332,0,good,465.115,0.22196889784673465,0.005076142131979695,0,0,0.05136,281508901.5,0.16666666666666666,0.84,0.05136,0.18349290833084503,80548532.4,0.0256
CUST_000027,45.0,424057.96,731.0,91,49162.67,5664.34,0.115,1,0.247,1,self_employed,standard,1,39.23,0,0.16028959814832858,0.11593384545829537,0.08333333333333333,7.583333333333333,0,good,550.443,0.16028959814832858,0.010869565217391304,0,0,0.028405,309986368.76,0.16666666666666666,0.885,0.028405,0.14033695652173914,38589274.36,0.013225
CUST_000028,33.0,714668.25,711.0,221,48766.51,25585.97,0.525,0,0.281,2,employed,premium,1,12.28,0,0.42961421610656414,0.06823656990498739,0.0,18.416666666666668,0,good,511.209,0.42961421610656414,0.009009009009009009,0,0,0.14752500000000002,508129125.75,0.16666666666666666,0.475,0.14752500000000002,0.22520972443031267,157941683.25,0.275625
CUST_000029,36.0,247213.56,738.0,24,17738.61,4134.12,0.233,0,0.154,2,employed,premium,0,-8.79,0,0.20067442902403898,0.07175419503687419,0.0,2.0,0,good,624.348,0.20067442902403895,0.08,0,0,0.035882000000000004,182443607.28,0.16666666666666666,0.767,0.035882000000000004,0.13262941176470588,5933125.4399999995,0.054289000000000004
CUST_000030,33.0,435483.0,687.0,163,70117.0,13073.79,0.186,1,0.14,0,self_employed,premium,0,8.82,0,0.36025626717920106,0.16100972942686625,0.08333333333333333,13.583333333333334,0,good,590.8199999999999,0.36025626717920106,0.0,0,0,0.02604,299176821.0,0.08333333333333333,0.8140000000000001,0.02604,0.1422294117647059,70983729.0,0.034596
CUST_000031,62.0,570884.13,656.0,101,74403.66,37820.82,0.508,0,0.308,3,self_employed,standard,0,8.68,0,0.7949946690583253,0.1303305803929074,0.0,8.416666666666666,0,fair,453.95199999999994,0.7949946690583254,0.029411764705882353,0,0,0.156464,374499989.28000003,0.25,0.492,0.156464,0.2500117647058824,57659297.13,0.258064
CUST_000032,40.0,1001371.46,688.0,49,79089.76,20804.85,0.263,0,0.385,2,employed,premium,0,-11.26,0,0.2493162727046365,0.07898144011414106,0.0,4.083333333333333,0,good,423.12,0.2493162727046365,0.04,0,0,0.10125500000000001,688943564.48,0.16666666666666666,0.737,0.10125500000000001,0.2100264705882353,49067201.54,0.06916900000000001
CUST_000033,27.0,534631.41,616.0,40,62551.03,23480.6,0.375,0,0.383,2,employed,standard,0,3.27,0,0.5270307631195854,0.11699841952795104,0.0,3.3333333333333335,0,fair,380.072,0.5270307631195855,0.04878048780487805,0,0,0.143625,329332948.56,0.16666666666666666,0.625,0.143625,0.25821628407460545,21385256.400000002,0.140625
CUST_000034,50.0,557381.1,665.0,126,44198.21,23391.1,0.529,1,0.129,0,self_employed,student,0,1.45,0,0.503592963593491,0.07929621223252815,0.08333333333333333,10.5,0,fair,579.215,0.503592963593491,0.0,0,0,0.06824100000000001,370658431.5,0.08333333333333333,0.471,0.06824100000000001,0.21584411764705885,70230018.6,0.279841
CUST_000035,25.0,574022.56,683.0,123,23529.09,2064.7,0.088,2,0.34,1,employed,standard,1,19.82,0,0.04316276349835448,0.04098983496397772,0.16666666666666666,10.25,0,good,450.78,0.04316276349835448,0.008064516129032258,0,0,0.02992,392057408.48,0.25,0.912,0.02992,0.18734762808349145,70604774.88000001,0.007743999999999999
CUST_000036,43.0,262850.46,704.0,89,61344.91,20245.81,0.33,1,0.401,0,employed,standard,0,9.75,0,0.924288738166941,0.23338330851694153,0.08333333333333333,7.416666666666667,0,good,421.69599999999997,0.924288738166941,0.0,0,0,0.13233,185046723.84,0.08333333333333333,0.6699999999999999,0.13233,0.2302794117647059,23393690.94,0.10890000000000001
CUST_000037,18.0,803387.06,783.0,24,49974.62,444.57,0.009,0,0.308,0,retired,student,1,34.36,0,0.006640435557923972,0.062204910295667444,0.0,2.0,0,excellent,541.836,0.006640435557923972,0.0,0,0,0.0027719999999999997,629052067.98,0.0,0.991,0.0027719999999999997,0.10244705882352942,19281289.44,8.099999999999999e-05
CUST_000038,24.0,788462.17,621.0,81,48960.77,16772.09,0.343,1,0.153,1,employed,student,1,16.47,0,0.25526282383338694,0.062096536603652136,0.08333333333333333,6.75,0,fair,525.987,0.25526282383338694,0.012195121951219513,0,0,0.052479000000000005,489635007.57000005,0.16666666666666666,0.657,0.052479000000000005,0.20139304160688665,63865435.77,0.11764900000000002
CUST_000039,42.0,861580.07,775.0,104,61103.7,22250.15,0.364,0,0.355,1,unemployed,standard,0,8.62,0,0.3098978368893794,0.07092051235586264,0.0,8.666666666666666,0,excellent,499.875,0.3098978368893794,0.009523809523809525,0,0,0.12922,667724554.25,0.08333333333333333,0.636,0.12922,0.18897296918767506,89604327.28,0.132496
CUST_000040,49.0,1844339.22,706.0,10,47927.46,16006.67,0.334,0,0.22,1,employed,standard,0,13.42,0,0.10414572217360318,0.025986249969785928,0.0,0.8333333333333334,0,good,550.6800000000001,0.10414572217360318,0.09090909090909091,1,0,0.07348,1302103489.32,0.08333333333333333,0.6659999999999999,0.07348,0.18171443850267383,18443392.2,0.11155600000000002
CUST_000041,42.0,332922.59,537.0,206,39261.16,18966.17,0.483,0,0.484,0,employed,standard,0,19.98,0,0.6836245026208644,0.1179287953995552,0.0,17.166666666666668,0,poor,277.092,0.6836245026208644,0.0,0,0,0.23377199999999998,178779430.83,0.0,0.517,0.23377199999999998,0.3280705882352941,68582053.54,0.233289
CUST_000042,39.0,305708.71,755.0,60,27173.96,3697.19,0.136,0,0.244,0,employed,standard,1,29.86,0,0.14512599264836124,0.08888840622172654,0.0,5.0,0,excellent,570.78,0.14512599264836124,0.0,0,0,0.033184,230810076.05,0.0,0.864,0.033184,0.12172941176470589,18342522.6,0.018496000000000002
CUST_000043,36.0,820476.29,674.0,169,48877.52,12077.65,0.247,2,0.086,1,employed,student,1,23.23,0,0.17664349569443374,0.05957212974429766,0.16666666666666666,14.083333333333334,0,good,616.0360000000001,0.17664349569443377,0.0058823529411764705,0,0,0.021241999999999997,553001019.46,0.25,0.753,0.021241999999999997,0.15860588235294115,138660493.01000002,0.061009
CUST_000044,22.0,513050.68,772.0,207,102404.35,5646.78,0.055,2,0.422,1,employed,standard,1,28.51,0,0.1320753731385757,0.19959889732530908,0.16666666666666666,17.25,0,excellent,446.21600000000007,0.1320753731385757,0.004807692307692308,0,0,0.023209999999999998,396075124.96,0.25,0.945,0.023209999999999998,0.16951018099547513,106201490.76,0.003025
CUST_000045,31.0,383259.39,644.0,81,28245.16,10600.76,0.375,0,0.258,2,employed,standard,1,45.09,0,0.3319139030096562,0.07369724196450868,0.0,6.75,0,fair,477.848,0.3319139030096562,0.024390243902439025,0,0,0.09675,246819047.16,0.16666666666666666,0.625,0.09675,0.2146449067431851,31044010.59,0.140625
CUST_000046,34.0,525889.76,657.0,231,80948.19,6933.26,0.086,1,0.294,1,retired,standard,1,24.06,0,0.15820638911090415,0.15392615745170624,0.08333333333333333,19.25,0,fair,463.842,0.15820638911090415,0.004310344827586207,0,0,0.025283999999999997,345509572.32,0.16666666666666666,0.914,0.025283999999999997,0.17174868154158213,121480534.56,0.007395999999999999
CUST_000047,53.0,452139.2,727.0,33,70070.9,22593.02,0.322,1,0.277,0,self_employed,standard,1,39.05,0,0.5996300254434918,0.15497638780269438,0.08333333333333333,2.75,0,good,525.621,0.5996300254434916,0.0,0,0,0.08919400000000001,328705198.40000004,0.08333333333333333,0.6779999999999999,0.08919400000000001,0.18956176470588237,14920593.6,0.10368400000000001
CUST_000048,44.0,1297759.25,579.0,125,20825.78,5208.45,0.25,1,0.182,1,employed,premium,0,10.6,0,0.04816101291514585,0.016047491088967386,0.08333333333333333,10.416666666666666,0,poor,473.622,0.04816101291514585,0.007936507936507936,0,0,0.0455,751402605.75,0.16666666666666666,0.75,0.0455,0.2044407096171802,162219906.25,0.0625
CUST_000049,19.0,1652525.92,638.0,96,66453.67,17890.38,0.269,0,0.08,1,employed,standard,1,31.03,0,0.12991297588845083,0.04021339041992152,0.0,8.0,0,fair,586.96,0.12991297588845083,0.010309278350515464,0,0,0.02152,1054311536.9599999,0.08333333333333333,0.731,0.02152,0.14965445724681625,158642488.32,0.07236100000000001
CUST_000050,44.0,286071.6,589.0,218,49467.25,18469.9,0.373,2,0.091,1,employed,standard,0,12.36,0,0.774766876544194,0.17291912234559462,0.16666666666666666,18.166666666666668,0,fair,535.4010000000001,0.774766876544194,0.0045662100456621,0,0,0.033943,168496172.39999998,0.25,0.627,0.033943,0.2149242680633897,62363608.8,0.139129
CUST_000051,35.0,307291.79,621.0,82,47017.44,19817.67,0.421,2,0.23,1,employed,standard,0,-1.37,0,0.773896497527643,0.15300584503087442,0.16666666666666666,6.833333333333333,0,fair,478.17,0.773896497527643,0.012048192771084338,0,0,0.09683,190828201.58999997,0.25,0.579,0.09683,0.24872834868887314,25197926.779999997,0.17724099999999998
CUST_000052,32.0,424337.5,778.0,96,133000.38,32662.65,0.246,0,0.211,2,self_employed,premium,0,6.88,0,0.9236793825669427,0.3134306536660088,0.0,8.0,0,excellent,613.842,0.9236793825669426,0.020618556701030927,0,0,0.051906,330134575.0,0.16666666666666666,0.754,0.051906,0.12942362037598543,40736400.0,0.060516
CUST_000053,47.0,437885.34,622.0,201,78484.89,11889.17,0.151,0,0.146,0,retired,student,1,31.95,0,0.32581597730583994,0.1792361671665007,0.0,16.75,0,fair,531.188,0.32581597730583994,0.0,0,0,0.022046,272364681.48,0.0,0.849,0.022046,0.1471705882352941,88014953.34,0.022801
CUST_000054,52.0,421313.63,635.0,6,30820.57,14851.92,0.482,0,0.098,0,self_employed,premium,1,23.44,0,0.4230175036112646,0.07315350799355815,0.0,0.5,0,fair,572.77,0.42301750361126456,0.0,1,0,0.047236,267534155.05,0.0,0.518,0.047236,0.19678235294117646,2527881.7800000003,0.23232399999999997
CUST_000055,51.0,547213.67,511.0,76,67499.02,12406.45,0.184,0,0.025,1,employed,student,0,8.91,0,0.27206447528988087,0.12335039071666466,0.0,6.333333333333333,0,poor,498.22499999999997,0.2720644752898808,0.012987012987012988,0,0,0.0046,279626185.37,0.08333333333333333,0.8160000000000001,0.0046,0.1639957601222307,41588238.92,0.033856
CUST_000056,30.0,488416.76,641.0,190,30994.89,3063.32,0.099,1,0.003,2,employed,standard,0,7.64,0,0.07526326492153955,0.06345992303785808,0.08333333333333333,15.833333333333334,0,fair,639.077,0.07526326492153955,0.010471204188481676,0,0,0.000297,313075143.16,0.25,0.901,0.000297,0.10786182630120109,92799184.4,0.009801
CUST_000057,36.0,324770.59,495.0,52,31654.2,3915.24,0.124,1,0.182,0,employed,standard,0,8.12,0,0.1446648232526227,0.09746633770009777,0.08333333333333333,4.333333333333333,0,poor,404.91,0.1446648232526227,0.0,0,0,0.022567999999999998,160761442.05,0.08333333333333333,0.876,0.022567999999999998,0.20809411764705882,16888070.68,0.015375999999999999
CUST_000058,44.0,376222.61,698.0,210,53114.39,16347.06,0.308,0,0.026,1,unemployed,standard,1,20.89,0,0.5214059835478788,0.141178091343314,0.0,17.5,0,good,679.852,0.5214059835478787,0.004739336492890996,0,0,0.008008,262603381.78,0.08333333333333333,0.692,0.008008,0.12222099247281852,79006748.1,0.094864
CUST_000059,52.0,1197626.78,727.0,151,88155.6,14389.18,0.163,0,0.302,1,employed,standard,0,-10.01,0,0.14417693632401907,0.07360857445088194,0.0,12.583333333333334,0,good,507.44599999999997,0.14417693632401907,0.006578947368421052,0,0,0.049226,870674669.0600001,0.08333333333333333,0.837,0.049226,0.15216965944272445,180841643.78,0.026569000000000002
CUST_000060,34.0,508463.28,707.0,91,23303.72,6460.35,0.277,0,0.085,1,employed,student,1,21.07,0,0.15246764722125067,0.04583166752965917,0.0,7.583333333333333,0,good,646.905,0.15246764722125067,0.010869565217391304,0,0,0.023545000000000003,359483538.96000004,0.08333333333333333,0.723,0.023545000000000003,0.12820754475703322,46270158.480000004,0.07672900000000002
CUST_000061,38.0,496886.1,589.0,128,38105.17,15137.08,0.397,1,0.161,0,unemployed,standard,1,17.79,0,0.3655665956443539,0.07668793713488865,0.08333333333333333,10.666666666666666,0,fair,494.171,0.36556659564435395,0.0,0,0,0.063917,292665912.9,0.08333333333333333,0.603,0.063917,0.22426764705882352,63601420.8,0.15760900000000003
CUST_000062,27.0,301282.39,676.0,191,88248.95,23829.29,0.27,0,0.237,3,employed,student,0,16.98,0,0.9491144835912911,0.29291107920379944,0.0,15.916666666666666,0,good,515.788,0.9491144835912912,0.015625,0,0,0.06399,203666895.64000002,0.25,0.73,0.06399,0.17622426470588234,57544936.49,0.0729
CUST_000063,26.0,484829.46,706.0,192,30625.39,5378.32,0.176,0,0.442,1,employed,student,0,0.24,0,0.13311864340916907,0.06316734548267755,0.0,16.0,0,good,393.94800000000004,0.13311864340916907,0.0051813471502590676,0,0,0.077792,342289598.76,0.08333333333333333,0.8240000000000001,0.077792,0.1970416641267906,93087256.32000001,0.030975999999999997
CUST_000064,50.0,920255.01,657.0,70,49796.54,26592.98,0.534,2,0.069,1,employed,standard,0,11.1,0,0.3467688374769076,0.05411167498017751,0.16666666666666666,5.833333333333333,0,fair,611.667,0.3467688374769076,0.014084507042253521,0,0,0.036846000000000004,604607541.57,0.25,0.46599999999999997,0.036846000000000004,0.21857609776304887,64417850.7,0.285156
CUST_000065,56.0,780740.55,602.0,108,41968.32,14458.62,0.345,0,0.099,1,employed,standard,1,26.21,0,0.22222931804938273,0.05375450269619017,0.0,9.0,0,fair,542.402,0.22222931804938273,0.009174311926605505,0,0,0.034155,470005811.1,0.08333333333333333,0.655,0.034155,0.1821968429573664,84319979.4,0.11902499999999998
CUST_000066,39.0,860264.07,737.0,120,92806.19,19791.62,0.213,1,0.229,0,employed,standard,1,20.21,0,0.27607736773198027,0.10788104866451066,0.08333333333333333,10.0,0,good,568.227,0.2760773677319802,0.0,0,0,0.048777,634014619.5899999,0.08333333333333333,0.787,0.048777,0.15223235294117649,103231688.39999999,0.045369
CUST_000067,52.0,347451.83,607.0,52,57493.21,9538.91,0.166,0,0.16,1,self_employed,standard,1,23.26,0,0.3294468761324411,0.1654710237099629,0.0,4.333333333333333,0,fair,509.88,0.3294468761324411,0.018867924528301886,0,0,0.02656,210903260.81,0.08333333333333333,0.834,0.02656,0.16085149833518314,18067495.16,0.027556000000000004
CUST_000068,44.0,344955.96,708.0,215,42219.66,23405.59,0.554,0,0.32,2,employed,standard,0,-1.13,0,0.8142114141179065,0.12239144962156909,0.0,17.916666666666668,0,good,481.43999999999994,0.8142114141179065,0.009259259259259259,0,0,0.17728000000000002,244228819.68,0.16666666666666666,0.44599999999999995,0.17728000000000002,0.24184357298474948,74165531.4,0.3069160000000001
CUST_000069,32.0,994550.42,681.0,7,32263.74,14204.83,0.44,2,0.426,0,retired,standard,1,35.31,0,0.17139197427517047,0.03244052724848279,0.16666666666666666,0.5833333333333334,0,good,390.89400000000006,0.17139197427517047,0.0,1,0,0.18744,677288836.02,0.16666666666666666,0.56,0.18744,0.27914705882352947,6961852.94,0.1936
CUST_000070,44.0,866158.64,769.0,58,140440.02,38605.21,0.275,0,0.11,1,self_employed,standard,1,6.97,0,0.5348471961210247,0.16214122161270594,0.0,4.833333333333333,0,excellent,684.41,0.5348471961210246,0.01694915254237288,0,0,0.030250000000000003,666075994.16,0.08333333333333333,0.725,0.030250000000000003,0.11278315054835496,50237201.12,0.07562500000000001
CUST_000071,58.0,531624.0,818.0,165,47198.65,5497.74,0.116,0,0.117,1,self_employed,student,0,-6.46,0,0.12409688050200894,0.0887820151084225,0.0,13.75,0,excellent,722.294,0.12409688050200893,0.006024096385542169,0,0,0.013572,434868432.0,0.08333333333333333,0.884,0.013572,0.06434652728561303,87717960.0,0.013456000000000001
CUST_000072,40.0,876654.4,646.0,112,43776.65,13519.43,0.309,0,0.432,1,employed,standard,0,11.04,0,0.1850594259265681,0.04993604093015446,0.0,9.333333333333334,0,fair,366.92800000000005,0.18505942592656807,0.008849557522123894,0,0,0.133488,566318742.4,0.08333333333333333,0.6910000000000001,0.133488,0.24268495575221238,98185292.8,0.095481
CUST_000073,59.0,347545.76,609.0,201,62923.91,31284.95,0.497,0,0.304,0,employed,standard,1,24.54,0,1.080201352478016,0.1810521584265623,0.0,16.75,0,fair,423.864,1.080201352478016,0.0,0,0,0.151088,211655367.84,0.0,0.503,0.151088,0.26045882352941174,69856697.76,0.247009
CUST_000074,18.0,341119.92,688.0,92,70223.15,57143.23,0.814,0,0.244,2,employed,premium,1,15.5,0,2.0101985249058454,0.2058605958866313,0.0,7.666666666666667,1,good,520.128,2.0101985249058454,0.021505376344086023,0,0,0.198616,234690504.95999998,0.16666666666666666,0.18600000000000005,0.198616,0.28312700822264386,31383032.639999997,0.662596
CUST_000075,50.0,288411.19,682.0,225,24341.96,7918.12,0.325,0,0.091,0,employed,premium,0,3.06,0,0.3294512948682747,0.084400192655493,0.0,18.75,0,good,619.938,0.3294512948682747,0.0,0,0,0.029575,196696431.58,0.0,0.675,0.029575,0.14704411764705883,64892517.75,0.10562500000000001
CUST_000076,41.0,702683.39,717.0,103,44578.16,5588.1,0.125,0,0.217,0,retired,standard,1,22.59,0,0.095430176597742,0.06343989431712624,0.0,8.583333333333334,0,good,561.4110000000001,0.09543017659774199,0.0,0,0,0.027125,503823990.63,0.0,0.875,0.027125,0.12619117647058825,72376389.17,0.015625
